t, r_ref, qr_ref, r_act, qr_act, tau[0], tau[1]
0.000000, 0.353600, 1.570796, 0.353553, 1.570796, 0.863387, -0.863387
0.002500, 0.353600, 1.570796, 0.353565, 1.570789, 0.209250, -0.085889
0.005000, 0.353600, 1.570796, 0.353577, 1.570792, -0.056616, 0.169672
0.007500, 0.353600, 1.570796, 0.353584, 1.570795, -0.223138, -0.043224
0.010000, 0.353600, 1.570796, 0.353588, 1.570795, -0.040565, 0.073814
0.012500, 0.353600, 1.570796, 0.353580, 1.570793, 0.217739, -0.095233
0.015000, 0.353600, 1.570796, 0.353479, 1.570799, 1.293065, -1.686653
0.017500, 0.353600, 1.570796, 0.353285, 1.570809, 2.669989, -3.442202
0.020000, 0.353600, 1.570796, 0.353014, 1.570821, 4.051960, -4.978955
0.022500, 0.353600, 1.570796, 0.352680, 1.570833, 5.326514, -6.372686
0.025000, 0.353600, 1.570796, 0.352293, 1.570846, 6.472784, -7.664141
0.027500, 0.353600, 1.570796, 0.351862, 1.570860, 7.510652, -8.846225
0.030000, 0.353600, 1.570796, 0.351397, 1.570874, 8.457896, -9.914739
0.032500, 0.353600, 1.570796, 0.350906, 1.570889, 9.321737, -10.883834
0.035000, 0.353600, 1.570796, 0.350393, 1.570904, 10.109362, -11.772337
0.037500, 0.353600, 1.570796, 0.349866, 1.570920, 10.835419, -12.587738
0.040000, 0.353600, 1.570796, 0.349327, 1.570935, 11.508372, -13.340094
0.042500, 0.353600, 1.570796, 0.348780, 1.570951, 12.133533, -14.039120
0.045000, 0.353600, 1.570796, 0.348230, 1.570966, 12.709764, -14.700406
0.047500, 0.353600, 1.570796, 0.347677, 1.570981, 13.248845, -15.319153
0.050000, 0.353600, 1.570796, 0.347124, 1.570997, 13.757994, -15.893963
0.052500, 0.353600, 1.570796, 0.346574, 1.571012, 14.237259, -16.431076
0.055000, 0.353600, 1.570796, 0.346028, 1.571026, 14.687049, -16.935205
0.057500, 0.353600, 1.570796, 0.345487, 1.571040, 15.109142, -17.408521
0.060000, 0.353600, 1.570796, 0.344953, 1.571054, 15.505359, -17.852448
0.062500, 0.353600, 1.570796, 0.344427, 1.571068, 15.877008, -18.268492
0.065000, 0.353600, 1.570796, 0.343910, 1.571081, 16.225080, -18.658132
0.067500, 0.353600, 1.570796, 0.343403, 1.571094, 16.550471, -19.022637
0.070000, 0.353600, 1.570796, 0.342906, 1.571107, 16.854041, -19.363073
0.072500, 0.353600, 1.570796, 0.342421, 1.571119, 17.136590, -19.680381
0.075000, 0.353600, 1.570796, 0.341947, 1.571131, 17.398856, -19.975420
0.077500, 0.353600, 1.570796, 0.341486, 1.571142, 17.641528, -20.248985
0.080000, 0.353600, 1.570796, 0.341037, 1.571153, 17.865264, -20.501813
0.082500, 0.353600, 1.570796, 0.340602, 1.571164, 18.070694, -20.734596
0.085000, 0.353600, 1.570796, 0.340180, 1.571174, 18.258431, -20.947992
0.087500, 0.353600, 1.570796, 0.339772, 1.571184, 18.429070, -21.142635
0.090000, 0.353600, 1.570796, 0.339379, 1.571193, 18.583199, -21.319143
0.092500, 0.353600, 1.570796, 0.339000, 1.571202, 18.721397, -21.478120
0.095000, 0.353600, 1.570796, 0.338635, 1.571211, 18.844241, -21.620167
0.097500, 0.353600, 1.570796, 0.338284, 1.571220, 18.952302, -21.745878
0.100000, 0.353600, 1.570796, 0.337949, 1.571228, 19.046154, -21.855848
0.102500, 0.353600, 1.570796, 0.337628, 1.571235, 19.126367, -21.950672
0.105000, 0.353600, 1.570796, 0.337321, 1.571243, 19.193511, -22.030945
0.107500, 0.353600, 1.570796, 0.337030, 1.571250, 19.248153, -22.097265
0.110000, 0.353600, 1.570796, 0.336753, 1.571257, 19.290857, -22.150229
0.112500, 0.353600, 1.570796, 0.336490, 1.571263, 19.322184, -22.190433
0.115000, 0.353600, 1.570796, 0.336242, 1.571269, 19.342686, -22.218472
0.117500, 0.353600, 1.570796, 0.336008, 1.571275, 19.352911, -22.234937
0.120000, 0.353600, 1.570796, 0.335788, 1.571280, 19.353400, -22.240414
0.122500, 0.353600, 1.570796, 0.335581, 1.571285, 19.344682, -22.235484
0.125000, 0.353600, 1.570796, 0.335388, 1.571290, 19.327281, -22.220717
0.127500, 0.353600, 1.570796, 0.335209, 1.571295, 19.301709, -22.196680
0.130000, 0.353600, 1.570796, 0.335042, 1.571299, 19.268468, -22.163925
0.132500, 0.353600, 1.570796, 0.334889, 1.571303, 19.228054, -22.122998
0.135000, 0.353600, 1.570796, 0.334748, 1.571307, 19.180948, -22.074431
0.137500, 0.353600, 1.570796, 0.334619, 1.571310, 19.127624, -22.018748
0.140000, 0.353600, 1.570796, 0.334501, 1.571313, 19.068545, -21.956457
0.142500, 0.353600, 1.570796, 0.334396, 1.571316, 19.004166, -21.888058
0.145000, 0.353600, 1.570796, 0.334301, 1.571319, 18.934930, -21.814037
0.147500, 0.353600, 1.570796, 0.334217, 1.571321, 18.861268, -21.734866
0.150000, 0.353600, 1.570796, 0.334144, 1.571323, 18.783605, -21.651006
0.152500, 0.353600, 1.570796, 0.334080, 1.571325, 18.702351, -21.562904
0.155000, 0.353600, 1.570796, 0.334027, 1.571327, 18.617906, -21.470995
0.157500, 0.353600, 1.570796, 0.333982, 1.571328, 18.530549, -21.375907
0.160000, 0.353600, 1.570796, 0.333946, 1.571330, 18.435775, -21.289821
0.162500, 0.353600, 1.570796, 0.333918, 1.571331, 18.341366, -21.215694
0.165000, 0.353600, 1.570796, 0.333897, 1.571333, 18.257186, -21.143761
0.167500, 0.353600, 1.570796, 0.333882, 1.571335, 18.181712, -21.073143
0.170000, 0.353600, 1.570796, 0.333872, 1.571337, 18.106912, -21.006028
0.172500, 0.353600, 1.570796, 0.333868, 1.571338, 18.040327, -20.925173
0.175000, 0.353600, 1.570796, 0.333869, 1.571339, 17.978158, -20.833533
0.177500, 0.353600, 1.570796, 0.333875, 1.571339, 17.913381, -20.740495
0.180000, 0.353600, 1.570796, 0.333887, 1.571339, 17.845265, -20.648276
0.182500, 0.353600, 1.570796, 0.333903, 1.571339, 17.785880, -20.544514
0.185000, 0.353600, 1.570796, 0.333923, 1.571337, 17.750946, -20.412736
0.187500, 0.353600, 1.570796, 0.333948, 1.571334, 17.734045, -20.261823
0.190000, 0.353600, 1.570796, 0.333977, 1.571329, 17.721442, -20.108815
0.192500, 0.353600, 1.570796, 0.334009, 1.571322, 17.705881, -19.962737
0.195000, 0.353600, 1.570796, 0.334044, 1.571316, 17.671122, -19.842263
0.197500, 0.353600, 1.570796, 0.334082, 1.571309, 17.603894, -19.762272
0.200000, 0.353600, 1.570796, 0.334123, 1.571303, 17.528379, -19.694298
0.202500, 0.353600, 1.570796, 0.334165, 1.571298, 17.459777, -19.620811
0.205000, 0.353600, 1.570796, 0.334210, 1.571292, 17.396970, -19.543601
0.207500, 0.353600, 1.570796, 0.334257, 1.571287, 17.336123, -19.467603
0.210000, 0.353600, 1.570796, 0.334305, 1.571282, 17.276483, -19.394038
0.212500, 0.353600, 1.570796, 0.334354, 1.571277, 17.218814, -19.322283
0.215000, 0.353600, 1.570796, 0.334404, 1.571272, 17.163565, -19.252046
0.217500, 0.353600, 1.570796, 0.334456, 1.571267, 17.110729, -19.183535
0.220000, 0.353600, 1.570796, 0.334508, 1.571263, 17.060235, -19.117007
0.222500, 0.353600, 1.570796, 0.334560, 1.571258, 17.012097, -19.052585
0.225000, 0.353600, 1.570796, 0.334613, 1.571254, 16.966360, -18.990331
0.227500, 0.353600, 1.570796, 0.334666, 1.571249, 16.923056, -18.930303
0.230000, 0.353600, 1.570796, 0.334719, 1.571245, 16.882195, -18.872559
0.232500, 0.353600, 1.570796, 0.334772, 1.571241, 16.843783, -18.817146
0.235000, 0.353600, 1.570796, 0.334825, 1.571237, 16.807820, -18.764097
0.237500, 0.353600, 1.570796, 0.334877, 1.571233, 16.774303, -18.713435
0.240000, 0.353600, 1.570796, 0.334928, 1.571229, 16.743223, -18.665173
0.242500, 0.353600, 1.570796, 0.334979, 1.571225, 16.714564, -18.619315
0.245000, 0.353600, 1.570796, 0.335029, 1.571221, 16.688305, -18.575860
0.247500, 0.353600, 1.570796, 0.335078, 1.571217, 16.664420, -18.534799
0.250000, 0.353600, 1.570796, 0.335126, 1.571213, 16.642878, -18.496116
0.252500, 0.353600, 1.570796, 0.335173, 1.571209, 16.623643, -18.459791
0.255000, 0.353600, 1.570796, 0.335219, 1.571205, 16.606672, -18.425798
0.257500, 0.353600, 1.570796, 0.335263, 1.571201, 16.591922, -18.394105
0.260000, 0.353600, 1.570796, 0.335306, 1.571198, 16.579343, -18.364679
0.262500, 0.353600, 1.570796, 0.335348, 1.571194, 16.568882, -18.337480
0.265000, 0.353600, 1.570796, 0.335388, 1.571190, 16.560482, -18.312466
0.267500, 0.353600, 1.570796, 0.335427, 1.571187, 16.554083, -18.289592
0.270000, 0.353600, 1.570796, 0.335464, 1.571183, 16.549624, -18.268809
0.272500, 0.353600, 1.570796, 0.335499, 1.571179, 16.547039, -18.250066
0.275000, 0.353600, 1.570796, 0.335533, 1.571176, 16.546261, -18.233309
0.277500, 0.353600, 1.570796, 0.335565, 1.571172, 16.547221, -18.218484
0.280000, 0.353600, 1.570796, 0.335596, 1.571169, 16.549847, -18.205534
0.282500, 0.353600, 1.570796, 0.335625, 1.571165, 16.554066, -18.194398
0.285000, 0.353600, 1.570796, 0.335652, 1.571162, 16.559806, -18.185018
0.287500, 0.353600, 1.570796, 0.335678, 1.571159, 16.566991, -18.177331
0.290000, 0.353600, 1.570796, 0.335702, 1.571155, 16.575546, -18.171274
0.292500, 0.353600, 1.570796, 0.335724, 1.571152, 16.585394, -18.166785
0.295000, 0.353600, 1.570796, 0.335745, 1.571149, 16.596459, -18.163799
0.297500, 0.353600, 1.570796, 0.335764, 1.571145, 16.608665, -18.162252
0.300000, 0.353600, 1.570796, 0.335782, 1.571142, 16.621935, -18.162078
0.302500, 0.353600, 1.570796, 0.335797, 1.571139, 16.636194, -18.163213
0.305000, 0.353600, 1.570796, 0.335812, 1.571136, 16.651460, -18.165443
0.307500, 0.353600, 1.570796, 0.335825, 1.571133, 16.669502, -18.165407
0.310000, 0.353600, 1.570796, 0.335836, 1.571129, 16.689659, -18.162304
0.312500, 0.353600, 1.570796, 0.335846, 1.571126, 16.707386, -18.160529
0.315000, 0.353600, 1.570796, 0.335856, 1.571123, 16.722040, -18.160780
0.317500, 0.353600, 1.570796, 0.335864, 1.571120, 16.734994, -18.161754
0.320000, 0.353600, 1.570796, 0.335871, 1.571117, 16.747086, -18.162758
0.322500, 0.353600, 1.570796, 0.335877, 1.571114, 16.758488, -18.163815
0.325000, 0.353600, 1.570796, 0.335883, 1.571111, 16.769186, -18.165107
0.327500, 0.353600, 1.570796, 0.335888, 1.571108, 16.779206, -18.166724
0.330000, 0.353600, 1.570796, 0.335892, 1.571105, 16.788619, -18.168669
0.332500, 0.353600, 1.570796, 0.335896, 1.571102, 16.797489, -18.170931
0.335000, 0.353600, 1.570796, 0.335899, 1.571100, 16.805859, -18.173499
0.337500, 0.353600, 1.570796, 0.335901, 1.571097, 16.813756, -18.176365
0.340000, 0.353600, 1.570796, 0.335903, 1.571095, 16.821201, -18.179519
0.342500, 0.353600, 1.570796, 0.335904, 1.571093, 16.828211, -18.182948
0.345000, 0.353600, 1.570796, 0.335906, 1.571090, 16.834800, -18.186637
0.347500, 0.353600, 1.570796, 0.335906, 1.571088, 16.840977, -18.190569
0.350000, 0.353600, 1.570796, 0.335907, 1.571087, 16.846751, -18.194727
0.352500, 0.353600, 1.570796, 0.335907, 1.571085, 16.852132, -18.199093
0.355000, 0.353600, 1.570796, 0.335906, 1.571083, 16.857126, -18.203651
0.357500, 0.353600, 1.570796, 0.335906, 1.571081, 16.861740, -18.208383
0.360000, 0.353600, 1.570796, 0.335905, 1.571080, 16.865982, -18.213272
0.362500, 0.353600, 1.570796, 0.335903, 1.571079, 16.869859, -18.218302
0.365000, 0.353600, 1.570796, 0.335902, 1.571077, 16.873378, -18.223458
0.367500, 0.353600, 1.570796, 0.335901, 1.571076, 16.876549, -18.228723
0.370000, 0.353600, 1.570796, 0.335899, 1.571075, 16.879378, -18.234084
0.372500, 0.353600, 1.570796, 0.335897, 1.571074, 16.881875, -18.239527
0.375000, 0.353600, 1.570796, 0.335895, 1.571073, 16.883267, -18.245909
0.377500, 0.353600, 1.570796, 0.335893, 1.571073, 16.882360, -18.254534
0.380000, 0.353600, 1.570796, 0.335891, 1.571072, 16.880227, -18.264138
0.382500, 0.353600, 1.570796, 0.335888, 1.571072, 16.877959, -18.273465
0.385000, 0.353600, 1.570796, 0.335886, 1.571072, 16.875730, -18.282331
0.387500, 0.353600, 1.570796, 0.335883, 1.571072, 16.872252, -18.292231
0.390000, 0.353600, 1.570796, 0.335881, 1.571072, 16.867262, -18.303473
0.392500, 0.353600, 1.570796, 0.335878, 1.571073, 16.861562, -18.315132
0.395000, 0.353600, 1.570796, 0.335876, 1.571073, 16.855756, -18.326522
0.397500, 0.353600, 1.570796, 0.335873, 1.571074, 16.850087, -18.337381
0.400000, 0.353600, 1.570796, 0.335870, 1.571075, 16.844604, -18.347674
0.402500, 0.353600, 1.570796, 0.335868, 1.571076, 16.839292, -18.357437
0.405000, 0.353600, 1.570796, 0.335865, 1.571078, 16.834134, -18.366711
0.407500, 0.353600, 1.570796, 0.335863, 1.571079, 16.829123, -18.375522
0.410000, 0.353600, 1.570796, 0.335860, 1.571080, 16.824254, -18.383891
0.412500, 0.353600, 1.570796, 0.335858, 1.571082, 16.819528, -18.391832
0.415000, 0.353600, 1.570796, 0.335855, 1.571083, 16.814946, -18.399361
0.417500, 0.353600, 1.570796, 0.335853, 1.571085, 16.810510, -18.406490
0.420000, 0.353600, 1.570796, 0.335851, 1.571086, 16.806219, -18.413233
0.422500, 0.353600, 1.570796, 0.335849, 1.571088, 16.802074, -18.419604
0.425000, 0.353600, 1.570796, 0.335847, 1.571090, 16.798076, -18.425614
0.427500, 0.353600, 1.570796, 0.335844, 1.571091, 16.794223, -18.431278
0.430000, 0.353600, 1.570796, 0.335843, 1.571093, 16.790517, -18.436607
0.432500, 0.353600, 1.570796, 0.335841, 1.571095, 16.786956, -18.441614
0.435000, 0.353600, 1.570796, 0.335839, 1.571096, 16.783539, -18.446311
0.437500, 0.353600, 1.570796, 0.335837, 1.571098, 16.780266, -18.450711
0.440000, 0.353600, 1.570796, 0.335835, 1.571100, 16.777134, -18.454826
0.442500, 0.353600, 1.570796, 0.335834, 1.571101, 16.774142, -18.458668
0.445000, 0.353600, 1.570796, 0.335832, 1.571103, 16.771288, -18.462249
0.447500, 0.353600, 1.570796, 0.335831, 1.571104, 16.768569, -18.465579
0.450000, 0.353600, 1.570796, 0.335829, 1.571106, 16.765983, -18.468672
0.452500, 0.353600, 1.570796, 0.335828, 1.571107, 16.763528, -18.471538
0.455000, 0.353600, 1.570796, 0.335827, 1.571109, 16.761200, -18.474188
0.457500, 0.353600, 1.570796, 0.335826, 1.571110, 16.758996, -18.476632
0.460000, 0.353600, 1.570796, 0.335825, 1.571112, 16.756913, -18.478883
0.462500, 0.353600, 1.570796, 0.335824, 1.571113, 16.754948, -18.480949
0.465000, 0.353600, 1.570796, 0.335823, 1.571114, 16.753097, -18.482841
0.467500, 0.353600, 1.570796, 0.335822, 1.571116, 16.751357, -18.484568
0.470000, 0.353600, 1.570796, 0.335821, 1.571117, 16.749724, -18.486140
0.472500, 0.353600, 1.570796, 0.335820, 1.571118, 16.748194, -18.487566
0.475000, 0.353600, 1.570796, 0.335820, 1.571119, 16.746764, -18.488856
0.477500, 0.353600, 1.570796, 0.335819, 1.571120, 16.745431, -18.490016
0.480000, 0.353600, 1.570796, 0.335818, 1.571121, 16.744189, -18.491056
0.482500, 0.353600, 1.570796, 0.335818, 1.571122, 16.743036, -18.491984
0.485000, 0.353600, 1.570796, 0.335817, 1.571123, 16.741968, -18.492806
0.487500, 0.353600, 1.570796, 0.335817, 1.571124, 16.740981, -18.493531
0.490000, 0.353600, 1.570796, 0.335816, 1.571125, 16.740072, -18.494164
0.492500, 0.353600, 1.570796, 0.335816, 1.571126, 16.739237, -18.494713
0.495000, 0.353600, 1.570796, 0.335815, 1.571127, 16.738472, -18.495184
0.497500, 0.353600, 1.570796, 0.335815, 1.571127, 16.737774, -18.495583
0.500000, 0.353600, 1.570796, 0.335815, 1.571128, 16.737140, -18.495915
0.502500, 0.353600, 1.570796, 0.335814, 1.571129, 16.736566, -18.496186
0.505000, 0.353600, 1.570796, 0.335814, 1.571130, 16.736049, -18.496401
0.507500, 0.353600, 1.570796, 0.335814, 1.571130, 16.735586, -18.496564
0.510000, 0.353600, 1.570796, 0.335814, 1.571131, 16.735174, -18.496681
0.512500, 0.353600, 1.570796, 0.335814, 1.571131, 16.734809, -18.496755
0.515000, 0.353600, 1.570796, 0.335813, 1.571132, 16.734490, -18.496791
0.517500, 0.353600, 1.570796, 0.335813, 1.571132, 16.734213, -18.496793
0.520000, 0.353600, 1.570796, 0.335813, 1.571133, 16.733975, -18.496763
0.522500, 0.353600, 1.570796, 0.335813, 1.571133, 16.733774, -18.496705
0.525000, 0.353600, 1.570796, 0.335813, 1.571134, 16.733608, -18.496623
0.527500, 0.353600, 1.570796, 0.335813, 1.571134, 16.733473, -18.496520
0.530000, 0.353600, 1.570796, 0.335813, 1.571134, 16.733368, -18.496397
0.532500, 0.353600, 1.570796, 0.335813, 1.571135, 16.733291, -18.496258
0.535000, 0.353600, 1.570796, 0.335813, 1.571135, 16.733239, -18.496105
0.537500, 0.353600, 1.570796, 0.335813, 1.571135, 16.733211, -18.495940
0.540000, 0.353600, 1.570796, 0.335813, 1.571136, 16.733203, -18.495765
0.542500, 0.353600, 1.570796, 0.335813, 1.571136, 16.733216, -18.495582
0.545000, 0.353600, 1.570796, 0.335813, 1.571136, 16.733246, -18.495393
0.547500, 0.353600, 1.570796, 0.335813, 1.571136, 16.733293, -18.495199
0.550000, 0.353600, 1.570796, 0.335813, 1.571137, 16.733354, -18.495001
0.552500, 0.353600, 1.570796, 0.335813, 1.571137, 16.733429, -18.494802
0.555000, 0.353600, 1.570796, 0.335813, 1.571137, 16.733515, -18.494601
0.557500, 0.353600, 1.570796, 0.335813, 1.571137, 16.733612, -18.494401
0.560000, 0.353600, 1.570796, 0.335813, 1.571137, 16.733718, -18.494202
0.562500, 0.353600, 1.570796, 0.335813, 1.571137, 16.733832, -18.494006
0.565000, 0.353600, 1.570796, 0.335813, 1.571137, 16.733953, -18.493812
0.567500, 0.353600, 1.570796, 0.335813, 1.571137, 16.734080, -18.493621
0.570000, 0.353600, 1.570796, 0.335813, 1.571138, 16.734212, -18.493435
0.572500, 0.353600, 1.570796, 0.335813, 1.571138, 16.734348, -18.493254
0.575000, 0.353600, 1.570796, 0.335813, 1.571138, 16.734487, -18.493078
0.577500, 0.353600, 1.570796, 0.335813, 1.571138, 16.734629, -18.492907
0.580000, 0.353600, 1.570796, 0.335813, 1.571138, 16.734773, -18.492742
0.582500, 0.353600, 1.570796, 0.335813, 1.571138, 16.734918, -18.492584
0.585000, 0.353600, 1.570796, 0.335813, 1.571138, 16.735063, -18.492432
0.587500, 0.353600, 1.570796, 0.335813, 1.571138, 16.735208, -18.492287
0.590000, 0.353600, 1.570796, 0.335813, 1.571138, 16.735353, -18.492148
0.592500, 0.353600, 1.570796, 0.335813, 1.571138, 16.735497, -18.492017
0.595000, 0.353600, 1.570796, 0.335813, 1.571138, 16.735639, -18.491893
0.597500, 0.353600, 1.570796, 0.335813, 1.571138, 16.735779, -18.491775
0.600000, 0.353600, 1.570796, 0.335813, 1.571138, 16.735918, -18.491665
0.602500, 0.353600, 1.570796, 0.335813, 1.571138, 16.736053, -18.491562
0.605000, 0.353600, 1.570796, 0.335813, 1.571138, 16.736186, -18.491465
0.607500, 0.353600, 1.570796, 0.335813, 1.571138, 16.736316, -18.491376
0.610000, 0.353600, 1.570796, 0.335813, 1.571138, 16.736443, -18.491294
0.612500, 0.353600, 1.570796, 0.335813, 1.571138, 16.736566, -18.491218
0.615000, 0.353600, 1.570796, 0.335813, 1.571138, 16.736686, -18.491149
0.617500, 0.353600, 1.570796, 0.335813, 1.571138, 16.736802, -18.491086
0.620000, 0.353600, 1.570796, 0.335813, 1.571138, 16.736915, -18.491030
0.622500, 0.353600, 1.570796, 0.335813, 1.571138, 16.737023, -18.490980
0.625000, 0.353600, 1.570796, 0.335813, 1.571138, 16.737127, -18.490936
0.627500, 0.353600, 1.570796, 0.335813, 1.571138, 16.737228, -18.490898
0.630000, 0.353600, 1.570796, 0.335813, 1.571138, 16.737324, -18.490865
0.632500, 0.353600, 1.570796, 0.335813, 1.571138, 16.737416, -18.490838
0.635000, 0.353600, 1.570796, 0.335813, 1.571138, 16.737504, -18.490817
0.637500, 0.353600, 1.570796, 0.335813, 1.571138, 16.737588, -18.490800
0.640000, 0.353600, 1.570796, 0.335813, 1.571138, 16.737667, -18.490789
0.642500, 0.353600, 1.570796, 0.335813, 1.571138, 16.737743, -18.490782
0.645000, 0.353600, 1.570796, 0.335813, 1.571138, 16.737815, -18.490780
0.647500, 0.353600, 1.570796, 0.335813, 1.571138, 16.737883, -18.490782
0.650000, 0.353600, 1.570796, 0.335813, 1.571138, 16.737946, -18.490788
0.652500, 0.353600, 1.570796, 0.335813, 1.571138, 16.738006, -18.490799
0.655000, 0.353600, 1.570796, 0.335813, 1.571138, 16.738062, -18.490813
0.657500, 0.353600, 1.570796, 0.335813, 1.571138, 16.738114, -18.490831
0.660000, 0.353600, 1.570796, 0.335813, 1.571138, 16.738163, -18.490852
0.662500, 0.353600, 1.570796, 0.335813, 1.571138, 16.738208, -18.490877
0.665000, 0.353600, 1.570796, 0.335813, 1.571138, 16.738250, -18.490905
0.667500, 0.353600, 1.570796, 0.335813, 1.571138, 16.738288, -18.490936
0.670000, 0.353600, 1.570796, 0.335813, 1.571138, 16.738322, -18.490969
0.672500, 0.353600, 1.570796, 0.335813, 1.571138, 16.738354, -18.491005
0.675000, 0.353600, 1.570796, 0.335813, 1.571138, 16.738382, -18.491044
0.677500, 0.353600, 1.570796, 0.335812, 1.571138, 16.738408, -18.491085
0.680000, 0.353600, 1.570796, 0.335812, 1.571138, 16.738430, -18.491129
0.682500, 0.353600, 1.570796, 0.335812, 1.571138, 16.738449, -18.491174
0.685000, 0.353600, 1.570796, 0.335812, 1.571138, 16.738466, -18.491222
0.687500, 0.353600, 1.570796, 0.335812, 1.571138, 16.738480, -18.491271
0.690000, 0.353600, 1.570796, 0.335812, 1.571138, 16.738492, -18.491322
0.692500, 0.353600, 1.570796, 0.335812, 1.571138, 16.738501, -18.491374
0.695000, 0.353600, 1.570796, 0.335812, 1.571138, 16.738507, -18.491428
0.697500, 0.353600, 1.570796, 0.335812, 1.571138, 16.738511, -18.491483
0.700000, 0.353600, 1.570796, 0.335812, 1.571138, 16.738513, -18.491540
0.702500, 0.353600, 1.570796, 0.335812, 1.571138, 16.738513, -18.491598
0.705000, 0.353600, 1.570796, 0.335812, 1.571138, 16.738511, -18.491657
0.707500, 0.353600, 1.570796, 0.335812, 1.571138, 16.738507, -18.491717
0.710000, 0.353600, 1.570796, 0.335812, 1.571138, 16.738501, -18.491778
0.712500, 0.353600, 1.570796, 0.335812, 1.571138, 16.738493, -18.491839
0.715000, 0.353600, 1.570796, 0.335812, 1.571138, 16.738483, -18.491902
0.717500, 0.353600, 1.570796, 0.335812, 1.571138, 16.738472, -18.491965
0.720000, 0.353600, 1.570796, 0.335812, 1.571138, 16.738459, -18.492028
0.722500, 0.353600, 1.570796, 0.335812, 1.571138, 16.738444, -18.492093
0.725000, 0.353600, 1.570796, 0.335812, 1.571138, 16.738428, -18.492157
0.727500, 0.353600, 1.570796, 0.335812, 1.571138, 16.738411, -18.492223
0.730000, 0.353600, 1.570796, 0.335812, 1.571138, 16.738392, -18.492288
0.732500, 0.353600, 1.570796, 0.335812, 1.571138, 16.738372, -18.492354
0.735000, 0.353600, 1.570796, 0.335812, 1.571138, 16.738351, -18.492421
0.737500, 0.353600, 1.570796, 0.335812, 1.571138, 16.738329, -18.492487
0.740000, 0.353600, 1.570796, 0.335812, 1.571138, 16.738305, -18.492554
0.742500, 0.353600, 1.570796, 0.335812, 1.571138, 16.738281, -18.492621
0.745000, 0.353600, 1.570796, 0.335812, 1.571138, 16.738255, -18.492688
0.747500, 0.353600, 1.570796, 0.335812, 1.571138, 16.738229, -18.492755
0.750000, 0.353600, 1.570796, 0.335812, 1.571138, 16.738202, -18.492823
0.752500, 0.353600, 1.570796, 0.335812, 1.571138, 16.738173, -18.492890
0.755000, 0.353600, 1.570796, 0.335812, 1.571138, 16.738144, -18.492958
0.757500, 0.353600, 1.570796, 0.335812, 1.571138, 16.738114, -18.493025
0.760000, 0.353600, 1.570796, 0.335812, 1.571138, 16.738084, -18.493093
0.762500, 0.353600, 1.570796, 0.335811, 1.571138, 16.738052, -18.493160
0.765000, 0.353600, 1.570796, 0.335811, 1.571138, 16.738020, -18.493227
0.767500, 0.353600, 1.570796, 0.335811, 1.571138, 16.737988, -18.493295
0.770000, 0.353600, 1.570796, 0.335811, 1.571138, 16.737954, -18.493362
0.772500, 0.353600, 1.570796, 0.335811, 1.571138, 16.737920, -18.493429
0.775000, 0.353600, 1.570796, 0.335811, 1.571138, 16.737886, -18.493497
0.777500, 0.353600, 1.570796, 0.335811, 1.571138, 16.737851, -18.493564
0.780000, 0.353600, 1.570796, 0.335811, 1.571138, 16.737815, -18.493631
0.782500, 0.353600, 1.570796, 0.335811, 1.571138, 16.737779, -18.493697
0.785000, 0.353600, 1.570796, 0.335811, 1.571138, 16.737743, -18.493764
0.787500, 0.353600, 1.570796, 0.335811, 1.571138, 16.737706, -18.493831
0.790000, 0.353600, 1.570796, 0.335811, 1.571138, 16.737669, -18.493897
0.792500, 0.353600, 1.570796, 0.335811, 1.571138, 16.737631, -18.493963
0.795000, 0.353600, 1.570796, 0.335811, 1.571138, 16.737593, -18.494030
0.797500, 0.353600, 1.570796, 0.335811, 1.571138, 16.737554, -18.494096
0.800000, 0.353600, 1.570796, 0.335811, 1.571138, 16.737515, -18.494162
0.802500, 0.353600, 1.570796, 0.335811, 1.571138, 16.737476, -18.494227
0.805000, 0.353600, 1.570796, 0.335811, 1.571138, 16.737436, -18.494293
0.807500, 0.353600, 1.570796, 0.335811, 1.571138, 16.737396, -18.494359
0.810000, 0.353600, 1.570796, 0.335811, 1.571138, 16.737356, -18.494424
0.812500, 0.353600, 1.570796, 0.335811, 1.571138, 16.737315, -18.494489
0.815000, 0.353600, 1.570796, 0.335811, 1.571138, 16.737274, -18.494554
0.817500, 0.353600, 1.570796, 0.335811, 1.571138, 16.737233, -18.494619
0.820000, 0.353600, 1.570796, 0.335811, 1.571138, 16.737192, -18.494684
0.822500, 0.353600, 1.570796, 0.335811, 1.571138, 16.737150, -18.494749
0.825000, 0.353600, 1.570796, 0.335811, 1.571138, 16.737108, -18.494813
0.827500, 0.353600, 1.570796, 0.335811, 1.571138, 16.737066, -18.494878
0.830000, 0.353600, 1.570796, 0.335811, 1.571138, 16.737024, -18.494942
0.832500, 0.353600, 1.570796, 0.335811, 1.571138, 16.736981, -18.495006
0.835000, 0.353600, 1.570796, 0.335811, 1.571138, 16.736938, -18.495070
0.837500, 0.353600, 1.570796, 0.335811, 1.571138, 16.736895, -18.495134
